vin,make,model,trim,year,price,condition,dealer,dealer_link,dealer_number,description,mileage,color,location,engine,fuel_type,body_type,car_url,image_links
MLHJA6555P5003169,HONDA,Trail 125,,2023,3999.0,New,Cross Country Powersports,https://www.crosscountrypowersports.com/inventory/display/new/2023/Honda/TRAIL125/MLHJA6555P5003169/?utm_source=motohunt.com,732 491 2900,,,PEARL ORGANIC GREEN,"Metuchen, NJ","124 cc, 1-cylinder, 4-stroke",Gasoline,Motorcycle - Unknown Body Class,https://motohunt.com/l/7199964/2023-Honda-TRAIL125,
MLHPC6758P5001496,HONDA,SCL500,A,2023,6799.0,New,Pete's Cycle Co. of Baltimore,https://www.petescycle.com/inventory/2023-honda-scl500-baltimore-md-21236-12080745i?utm_source=motohunt.com,410 663 8556,,1,,"Baltimore, MD","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6748105/2023-Honda-SCL500,"https://storage.googleapis.com/mhimg/p/8105/6748105/8eab_l.jpg,https://storage.googleapis.com/mhimg/p/8105/6748105/6ef7_l.jpg"
MLHJA6554P5003180,HONDA,Trail 125,,2023,3999.0,New,Redline Powersports Commonwealth,http://www.redlinecommonwealth.com/--xInventoryDetail?id=14806066&utm_source=motohunt.com,804 526 2300,"BUY, SELL, TRADE.  Pick-up and Delivery Options Available.  ""Easy Financing Available, Just Click ""Get Financing"" 2023 Honda® Trail125LITTLE BIKE. BIG ADVENTURES.The Honda Trail125 is a mega hit with riders all across the world—and it’s easy to see why. It’s inspired by our timeless classic Trail 90 and Trail 110, but completely updated and modernized with a bigger, more powerful 125cc engine, fuel injection, disc brakes, and an electric starter. There’s even front-wheel ABS! Like the originals it still features our world-famous no-clutch semi-automatic transmission, a frame with a low step-over height, and an integral luggage rack. This year we’ve further updated the engine with a new bore and stroke, but you get the same peak horsepower, wide powerband, and excellent fuel efficiency that have always helped make this great bike such a hit.Features may include:PERFORMANCE125cc FUEL-INJECTED ENGINENobody can match our reputation for engines, and even though the Trail125 is relatively compact, it’s a giant in terms of performance and reliability. Air cooling keeps it super simple, too. We’ve updated it for 2023 with a new bore and stroke, but you get the same peak horsepower, wide powerband, and excellent fuel efficiency.TECHNOLOGYFOUR-SPEED SEMI-AUTOMATIC TRANSMISSIONThe Trail125 features a four-speed semi-automatic transmission you shift with your left foot, like a traditional motorcycle. But here’s the unique part: there’s no clutch to worry about. Plus, the Trail125’s heel-toe shifter makes operation even easier, especially in boots.STYLERUGGED STEEL BACKBONE CHASSISThe Trail125 is built for adventure. That’s why we gave it a special, reinforced steel backbone chassis. The design makes getting on and off easier, while providing great ground clearance and a rugged, ready-for-anything look.HANDLINGSTANDARD ABSOur front-wheel Anti-Lock Braking System (comes standard on the Trail125) can be a big help in making controlled stops in less-than-ideal conditions, like on wet pavement or other compromised surfaces.",,PEARL ORGANIC GREEN,"Prince George, VA","124 cc, 1-cylinder, 4-stroke",Gasoline,Motorcycle - Unknown Body Class,https://motohunt.com/l/7210655/2023-Honda-Trail125,
MLHPC6756P5000346,HONDA,SCL500,A,2023,6799.0,New,United Motorsports Lexington,https://www.unitedmotorsportslexington.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-United-Motorsports-Lexington-14397802?ref=list&utm_source=motohunt.com,859 253 0322,,,,"Lexington, KY","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6969617/2023-Honda-SCL500,
MLHJA6553P5003090,HONDA,Trail 125,,2023,3999.0,New,Wayne Cycle Shop,https://www.waynecycle.com/default.asp?d=D&fr=xNewInventory&id=14778149&p=13&page=xNewInventoryDetail&s=%28Sort+By%29&utm_source=motohunt.com,540 943 1111,,,,"Waynesboro, VA","124 cc, 1-cylinder, 4-stroke",Gasoline,Motorcycle - Unknown Body Class,https://motohunt.com/l/7188369/2023-Honda-Trail125,
MLHJA6550P5002902,HONDA,Trail 125,,2023,3999.0,New,Honda of North Carolina,http://www.hondaofnorthcarolina.com/New-Inventory-2023-Honda-Trail125-Granite-Falls-North-Carolina-14649529?utm_source=motohunt.com,828 212 5150,"2023 Honda® Trail125LITTLE BIKE. BIG ADVENTURES.The Honda Trail125 is a mega hit with riders all across the world—and it’s easy to see why. It’s inspired by our timeless classic Trail 90 and Trail 110, but completely updated and modernized with a bigger, more powerful 125cc engine, fuel injection, disc brakes, and an electric starter. There’s even front-wheel ABS! Like the originals it still features our world-famous no-clutch semi-automatic transmission, a frame with a low step-over height, and an integral luggage rack. This year we’ve further updated the engine with a new bore and stroke, but you get the same peak horsepower, wide powerband, and excellent fuel efficiency that have always helped make this great bike such a hit.Features may include:PERFORMANCE125cc FUEL-INJECTED ENGINENobody can match our reputation for engines, and even though the Trail125 is relatively compact, it’s a giant in terms of performance and reliability. Air cooling keeps it super simple, too. We’ve updated it for 2023 with a new bore and stroke, but you get the same peak horsepower, wide powerband, and excellent fuel efficiency.TECHNOLOGYFOUR-SPEED SEMI-AUTOMATIC TRANSMISSIONThe Trail125 features a four-speed semi-automatic transmission you shift with your left foot, like a traditional motorcycle. But here’s the unique part: there’s no clutch to worry about. Plus, the Trail125’s heel-toe shifter makes operation even easier, especially in boots.STYLERUGGED STEEL BACKBONE CHASSISThe Trail125 is built for adventure. That’s why we gave it a special, reinforced steel backbone chassis. The design makes getting on and off easier, while providing great ground clearance and a rugged, ready-for-anything look.HANDLINGSTANDARD ABSOur front-wheel Anti-Lock Braking System (comes standard on the Trail125) can be a big help in making controlled stops in less-than-ideal conditions, like on wet pavement or other compromised surfaces.",1,PEARL ORGANIC GREEN,"Granite Falls, NC","124 cc, 1-cylinder, 4-stroke",Gasoline,Motorcycle - Unknown Body Class,https://motohunt.com/l/7048983/2023-Honda-Trail125,"https://storage.googleapis.com/mhimg/p/8983/7048983/3dac_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/d084_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/6ec0_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/dc98_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/0ddf_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/d784_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/21b5_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/0edf_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/3a71_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/9fc7_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/88e3_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/f94f_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/c71a_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/72db_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/3917_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/fbe2_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/c4ea_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/5b52_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/f89a_l.jpg,https://storage.googleapis.com/mhimg/p/8983/7048983/58ca_l.jpg"
MLHJA6559P5003126,HONDA,Trail 125,,2023,3999.0,New,Nault's Powersports of Manchester,https://www.naults.com/inventory/2023-honda-trail125-manchester-nh-03102-12193341i?utm_source=motohunt.com,603 669 7220,,,,"Manchester, NH","124 cc, 1-cylinder, 4-stroke",Gasoline,Motorcycle - Unknown Body Class,https://motohunt.com/l/7166943/2023-Honda-Trail125,"https://storage.googleapis.com/mhimg/p/6943/7166943/4dd2_l.jpg,https://storage.googleapis.com/mhimg/p/6943/7166943/44f7_l.jpg,https://storage.googleapis.com/mhimg/p/6943/7166943/5401_l.jpg,https://storage.googleapis.com/mhimg/p/6943/7166943/e35f_l.jpg,https://storage.googleapis.com/mhimg/p/6943/7166943/86ef_l.jpg"
MLHPC6757P5000825,HONDA,SCL500,A,2023,6799.0,New,Cycle Shack North,https://www.cycleshacknorth.com/default.asp?d=D&fr=xNewInventory&id=14234539&p=21&page=xNewInventoryDetail&s=Year&t=new&utm_source=motohunt.com,936 756 9711,,3,,"Conroe, TX","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6547410/2023-Honda-SCL500,
MLHJA6553P5002327,HONDA,Trail 125,,2023,3999.0,New,Dreyer South Powersports,https://www.dreyersouth.com/inventory/2023-honda-ct125-whiteland-in-46184-12095382i?utm_source=motohunt.com,317 535 3700,,1,,"Whiteland, IN","125 cc, 1-cylinder, 4-stroke",Gasoline,Motorcycle - Underbone,https://motohunt.com/l/6807177/2023-Honda-CT125,"https://storage.googleapis.com/mhimg/p/7177/6807177/44f7_l.jpg,https://storage.googleapis.com/mhimg/p/7177/6807177/86ef_l.jpg"
MLHJA6558P5002338,HONDA,Trail 125,,2023,3999.0,New,Moon Motorsports,https://www.moonmotorsports.com/New-Inventory-2023-Honda-Motorcycle-Scooter-Trail125-Moon-Motorsports-14695068?ref=list&utm_source=motohunt.com,763 295 2920,,,,"Monticello, MN","124 cc, 1-cylinder, 4-stroke",Gasoline,Motorcycle - Unknown Body Class,https://motohunt.com/l/7102254/2023-Honda-Trail125,"https://storage.googleapis.com/mhimg/p/2254/7102254/147d_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/fdca_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/1c9d_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/7beb_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/a333_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/d938_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/d7a6_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/164b_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/935b_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/5e2d_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/87d9_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/b416_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/4c0a_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/871a_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/96f3_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/4955_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/1024_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/73bd_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/6a5b_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/2ea8_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/6339_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/4367_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/b723_l.jpg,https://storage.googleapis.com/mhimg/p/2254/7102254/8534_l.jpg"
MLHJA5555N5105546,HONDA,Trail 125,,2022,2995.0,New,Power Lodge Bonita Springs,,239 799 2229,Actual unit is RED. Not as shown Engine Type: Single-cylinder four-stroke Displacement: 124cc Bore and Stroke: 50mm x 63.1mm Cooling: Air Compression Ratio: 10.0:1 Fuel System: PGM-FI with automatic enrichment Ignition: Fully transistorized Transmission: Four-speed semi-automatic Final Drive: #420 Chain; 14T/36T Front Suspension: 26mm telescopic fork; 3.5 in. travel Rear Suspension: Twin shock; 3.6 in. travel Front Brakes: Single 220mm hydraulic disc; ABS Rear Brakes: Mechanical drum Front Tire: 70/90-17 Rear Tire: 80/90-17 Wheelbase: 48.9 in. Seat Height: 30.7 in. Rake: 26 deg. Trail: 2.8 in. Fuel Capacity: 1.0 gal. Dry Weight: Curb Weight: 238 lb. Colors: Matte Gray Metallic,,,"Bonita Springs, FL","124 cc, 1-cylinder, 4-stroke",Gasoline,Motorcycle - Standard,https://motohunt.com/l/7198980/2022-Honda-Trail-125-ABS,
MLHPC6758P5001224,HONDA,SCL500,A,2023,6799.0,New,Cycle Shack North,https://www.cycleshacknorth.com/default.asp?d=D&fr=xNewInventory&id=14418380&p=28&page=xNewInventoryDetail&s=%28Sort+By%29&utm_source=motohunt.com,936 756 9711,,3,,"Conroe, TX","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6798013/2023-Honda-SCL500,
MLHPC6754P5000345,HONDA,SCL500,A,2023,6799.0,New,Karl Malone Powersports Heber,https://www.malonepowersportsheber.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-Malone-Powersports-Heber-14037681?ref=list&utm_source=motohunt.com,435 654 7073,,1,,"Heber City, UT","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6382006/2023-Honda-SCL500,"https://storage.googleapis.com/mhimg/p/2006/6382006/1b59_l.jpg,https://storage.googleapis.com/mhimg/p/2006/6382006/3cc1_l.jpg,https://storage.googleapis.com/mhimg/p/2006/6382006/f886_l.jpg,https://storage.googleapis.com/mhimg/p/2006/6382006/b7ce_l.jpg,https://storage.googleapis.com/mhimg/p/2006/6382006/eb54_l.jpg"
MLHPC6757P5000520,HONDA,SCL500,A,2023,8199.0,New,Karl Malone Powersports Heber,https://www.malonepowersportsheber.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-Malone-Powersports-Heber-14037682?ref=list&utm_source=motohunt.com,435 654 7073,,1,,"Heber City, UT","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6382010/2023-Honda-SCL500,"https://storage.googleapis.com/mhimg/p/2010/6382010/2688_l.jpg,https://storage.googleapis.com/mhimg/p/2010/6382010/8192_l.jpg,https://storage.googleapis.com/mhimg/p/2010/6382010/400b_l.jpg,https://storage.googleapis.com/mhimg/p/2010/6382010/5321_l.jpg,https://storage.googleapis.com/mhimg/p/2010/6382010/28ca_l.jpg"
MLHPC6758P5001594,HONDA,SCL500,A,2023,6799.0,New,Greenville Motor Sports,https://www.greenvillemotorsports.com/Motorcycles-Honda-SCL500-2023-Leland-MS-536f4077-2816-41d4-828d-b0570142ab50?utm_source=motohunt.com,662 378 3479,,,,"Leland, MS","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6579979/2023-Honda-SCL500,"https://storage.googleapis.com/mhimg/p/9979/6579979/0324_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/ca99_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/1ea4_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/667f_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/c162_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/8aff_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/8309_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/0721_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/3c37_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/206a_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/d8ad_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/2758_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/3239_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/fb9c_l.jpg,https://storage.googleapis.com/mhimg/p/9979/6579979/ed1d_l.jpg"
MLHPC6756P5001304,HONDA,SCL500,A,2023,6799.0,New,Broward Motorsports Palm Beach,https://www.browardmotorsportswestpalmbeach.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-West-Palm-Beach-14271714?ref=list&utm_source=motohunt.com,561 296 9696,,4,,"West Palm Beach, FL","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6619003/2023-Honda-SCL500,"https://storage.googleapis.com/mhimg/p/9003/6619003/6abc_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/bad0_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/0046_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/8035_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/f91f_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/e0de_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/e08d_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/a697_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/cb12_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/f30e_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/b151_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/e313_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/b388_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/aaf0_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/7951_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/671e_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/87e5_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/9e16_l.jpg,https://storage.googleapis.com/mhimg/p/9003/6619003/63d8_l.jpg"
MLHPC6753P5001194,HONDA,SCL500,A,2023,6799.0,New,Coyne Powersports El Centro,https://www.coynepowersports.com/New-Inventory-2023-Honda-Motorcycle-Scooter-CL500AP-El-Centro-14255123?ref=list&utm_source=motohunt.com,760 353 2110,,,,"El Centro, CA","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6582379/2023-Honda-CL500AP,"https://storage.googleapis.com/mhimg/p/2379/6582379/3db7_l.jpg,https://storage.googleapis.com/mhimg/p/2379/6582379/532a_l.jpg,https://storage.googleapis.com/mhimg/p/2379/6582379/20a6_l.jpg,https://storage.googleapis.com/mhimg/p/2379/6582379/6628_l.jpg,https://storage.googleapis.com/mhimg/p/2379/6582379/552d_l.jpg,https://storage.googleapis.com/mhimg/p/2379/6582379/7937_l.jpg,https://storage.googleapis.com/mhimg/p/2379/6582379/2c77_l.jpg,https://storage.googleapis.com/mhimg/p/2379/6582379/fd51_l.jpg,https://storage.googleapis.com/mhimg/p/2379/6582379/c61a_l.jpg"
MLHPC6750P5001475,HONDA,SCL500,A,2023,6799.0,New,Iron Horse Motorcycles,https://www.ironhorsemc.com/New-Inventory-2023-Honda-Motorcycle-Scooter-CL500AP-Iron-Horse-Motorcycles-14405408?ref=list&utm_source=motohunt.com,800 406 5787,,1,,"Monroe, NC","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6800672/2023-Honda-CL500AP,
MLHPC6755P5000290,HONDA,SCL500,A,2023,6799.0,New,Action Motor Sports,https://www.actionmotor.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-ActionMotorsports-14037936?ref=list&utm_source=motohunt.com,208 522 3050,,1,,"Idaho Falls, ID","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6309124/2023-Honda-SCL500,
MLHPC6759P5000857,HONDA,SCL500,A,2023,6799.0,New,McGrath Powersports,https://www.mcgrathpowersports.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-McGrath-Powersports-14741843?ref=list&utm_source=motohunt.com,319 393 1205,,2,,"Cedar Rapids, IA","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/7142332/2023-Honda-SCL500,
MLHPC6754P5001253,HONDA,SCL500,A,2023,6799.0,New,Extreme Powersports Opelika,https://www.extremeopelika.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-Extreme-Powersports-Opelika-14452353?ref=list&utm_source=motohunt.com,334 745 6357,,3,,"Opelika, AL","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/7086612/2023-Honda-SCL500,
MLHPC6751P5001114,HONDA,SCL500,A,2023,6799.0,New,Karl Malone Powersports Heber,https://www.malonepowersportsheber.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-Malone-Powersports-Heber-14167751?ref=list&utm_source=motohunt.com,435 654 7073,,1,,"Heber City, UT","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6550388/2023-Honda-SCL500,
MLHPC6751P5001436,HONDA,SCL500,A,2023,6799.0,New,Legends Powersports,https://www.legendscycles.com/Motorcycles-Honda-SCL500-2023-Brockway-PA-bfb30fe5-62a4-451a-a07b-b07000c4e241?utm_source=motohunt.com,814 268 1111,,,,"Brockway, PA","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6730296/2023-Honda-SCL500,"https://storage.googleapis.com/mhimg/p/0296/6730296/8aff_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/8309_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/0721_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/3c37_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/206a_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/d8ad_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/2758_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/3239_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/fb9c_l.jpg,https://storage.googleapis.com/mhimg/p/0296/6730296/ed1d_l.jpg"
MLHPC6753P5001468,HONDA,SCL500,A,2023,6799.0,New,United Motorsports Richmond,https://www.unitedmotorsportsrichmond.com/New-Inventory-2023-Honda-Motorcycle-Scooter-CL500AP-United-Motorsports-Richmond-14486976?ref=list&utm_source=motohunt.com,859 623 5900,,,,"Richmond, KY","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/7037600/2023-Honda-CL500AP,
MLHPC6754P5001138,HONDA,SCL500,A,2023,6799.0,New,Extreme Powersports Columbus,https://www.extremecolumbus.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-Extreme-Powersports-Columbus-14268678?ref=list&utm_source=motohunt.com,706 324 0132,,3,,"Columbus, GA","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/7087184/2023-Honda-SCL500,
MLHPC6754P5001608,HONDA,SCL500,A,2023,6799.0,New,SoCal Honda Powersports,https://www.socalhondapowersports.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-SoCal-Honda-Powersports-14472108?ref=list&utm_source=motohunt.com,310 834 6632,,1,,"Carson, CA","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6945605/2023-Honda-SCL500,
MLHPC6750P5000701,HONDA,SCL500,A,2023,6799.0,New,Team Mancuso Powersports South,https://www.tmpsouth.com/default.asp?d=D&fr=xNewInventory&id=14024786&p=9&page=xNewInventoryDetail&s=Year&t=new&utm_source=motohunt.com,409 209 1635,,,,"La Marque, TX","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6265790/2023-Honda-CL500,"https://storage.googleapis.com/mhimg/p/5790/6265790/49a0_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/b2fd_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/e886_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/f69c_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/f4b3_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/74d1_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/3434_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/e0d8_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/9184_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/138d_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/ef81_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/c031_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/2b49_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/07cf_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/fdd9_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/3417_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/2474_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/a132_l.jpg,https://storage.googleapis.com/mhimg/p/5790/6265790/2b48_l.jpg"
MLHPC6759P5001393,HONDA,SCL500,A,2023,6799.0,New,St. Joe Honda,https://stjoehonda.com/Motorcycles-Honda-SCL500-2023-Saint-Joseph-MO-4776cb0a-0c96-4168-9207-b0cb0159a4d2?utm_source=motohunt.com,877 671 0671,,1,,"St. Joseph, MO","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/7212089/2023-Honda-SCL500,"https://storage.googleapis.com/mhimg/p/2089/7212089/fbc7_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/1a04_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/89e7_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/8c42_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/e91b_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/cb53_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/5675_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/fb69_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/fbd4_l.jpg,https://storage.googleapis.com/mhimg/p/2089/7212089/7337_l.jpg"
MLHPC6753P5001423,HONDA,SCL500,A,2023,6799.0,New,Lake City Powersports,https://www.lakecitypowersports.com/inventory/2023-honda-cl500a-seattle-wa-98125-12074398i?utm_source=motohunt.com,206 364 1372,,1,,"Seattle, WA","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6720423/2023-Honda-CL500A,
MLHPC6750P5000858,HONDA,SCL500,A,2023,6799.0,New,Garvis Honda,https://www.garvishonda.com/New-Inventory-2023-Honda-Motorcycle-Scooter-SCL500-Stroom-Powersports-14552615?ref=list&utm_source=motohunt.com,515 243 6943,,,,"Des Moines, IA","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/6912309/2023-Honda-SCL500,"https://storage.googleapis.com/mhimg/p/2309/6912309/b380_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/38b6_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/e17c_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/d322_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/f4bc_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/a626_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/3a83_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/bb17_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/5bd0_l.jpg,https://storage.googleapis.com/mhimg/p/2309/6912309/9ef2_l.jpg"
MLHPC6758P5001675,HONDA,SCL500,A,2023,6799.0,New,Cycle Shack North,https://www.cycleshacknorth.com/default.asp?d=D&fr=xNewInventory&id=14755331&p=47&page=xNewInventoryDetail&s=%28Sort+By%29&utm_source=motohunt.com,936 756 9711,,3,,"Conroe, TX","471 cc, 2-cylinder, 4-stroke",Gasoline,Motorcycle - Sport,https://motohunt.com/l/7160475/2023-Honda-SCL500,
